"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2001 / 03","Bronx","01","3530.6","339.9","248.8",,,,,,"2"
"2001 / 03","Bronx","02","1404.7","70.9","158.1",,,,,,"2"
"2001 / 03","Bronx","03","1882.0","55.9","97.3",,,,,,"2"
"2001 / 03","Bronx","04","4435.2","170.9","314.2",,,,,,"2"
"2001 / 03","Bronx","05","3486.4","188.1","396.9",,,,,,"2"
"2001 / 03","Bronx","06","4543.3","314.9","246.7",,,,,,"2"
"2001 / 03","Bronx","07","3880.1","279.8","506.4",,,,,,"2"
"2001 / 03","Bronx","08","2441.0","444.2","308.0",,,,,,"2"
"2001 / 03","Bronx","09","4157.0","234.0","362.5",,,,,,"2"
"2001 / 03","Bronx","10","2159.1","497.9","367.2",,,,,,"2"
"2001 / 03","Bronx","11","2880.1","436.7","387.7",,,,,,"2"
"2001 / 03","Bronx","12","3396.3","477.3","568.7",,,,,,"2"
"2001 / 03","Brooklyn","01","5086.2","470.7","522.9",,,,,,"3"
"2001 / 03","Brooklyn","02","2485.0","504.9","283.6",,,,,,"3"
"2001 / 03","Brooklyn","03","4415.2","252.6","342.7",,,,,,"3"
"2001 / 03","Brooklyn","04","4922.8","356.6","477.3",,,,,,"3"
"2001 / 03","Brooklyn","05","4514.9","312.2","484.9",,,,,,"3"
"2001 / 03","Brooklyn","06","2701.6","805.0","399.4",,,,,,"3"
"2001 / 03","Brooklyn","07","3279.0","481.4","499.7",,,,,,"3"
"2001 / 03","Brooklyn","08","2783.0","268.1","304.7",,,,,,"3"
"2001 / 03","Brooklyn","09","3083.6","283.0","338.2",,,,,,"3"
"2001 / 03","Brooklyn","10","3936.8","792.1","485.4",,,,,,"3"
"2001 / 03","Brooklyn","11","4426.5","868.4","616.6",,,,,,"3"
"2001 / 03","Brooklyn","12","5798.6","913.4","664.4",,,,,,"3"
"2001 / 03","Brooklyn","13","3652.4","377.0","276.8",,,,,,"3"
"2001 / 03","Brooklyn","14","5049.0","597.8","533.4",,,,,,"3"
"2001 / 03","Brooklyn","15","4453.9","923.2","566.3",,,,,,"3"
"2001 / 03","Brooklyn","16","3004.3","225.5","193.4",,,,,,"3"
"2001 / 03","Brooklyn","17","4466.0","413.6","483.8",,,,,,"3"
"2001 / 03","Brooklyn","18","5071.7","934.9","679.6",,,,,,"3"
"2001 / 03","Manhattan","01","1300.3",,"130.6",,,,,,"1"
"2001 / 03","Manhattan","02","3035.5",,"349.3",,,,,,"1"
"2001 / 03","Manhattan","03","4466.5",,"291.9",,,,,,"1"
"2001 / 03","Manhattan","04","3822.0","0.4","498.9",,,,,,"1"
"2001 / 03","Manhattan","05","1982.2",,"164.4",,,,,,"1"
"2001 / 03","Manhattan","06","4135.4",,"733.3",,,,,,"1"
"2001 / 03","Manhattan","07","6565.8",,"794.3",,,,,,"1"
"2001 / 03","Manhattan","08","7194.0",,"861.1",,,,,,"1"
"2001 / 03","Manhattan","09","3317.4",,"294.9",,,,,,"1"
"2001 / 03","Manhattan","10","3063.0",,"212.3",,,,,,"1"
"2001 / 03","Manhattan","11","3107.5",,"194.6",,,,,,"1"
"2001 / 03","Manhattan","12","6236.4",,"706.3",,,,,,"1"
"2001 / 03","Queens","01","4922.0","815.6","603.8",,,,,,"4"
"2001 / 03","Queens","02","4020.2","777.3","535.8",,,,,,"4"
"2001 / 03","Queens","03","4286.6","540.3","578.2",,,,,,"4"
"2001 / 03","Queens","04","4143.7","453.4","462.2",,,,,,"4"
"2001 / 03","Queens","05","4347.6","1059.4","748.6",,,,,,"4"
"2001 / 03","Queens","06","2821.1","613.3","355.2",,,,,,"4"
"2001 / 03","Queens","07","5932.2","1158.1","740.4",,,,,,"4"
"2001 / 03","Queens","08","3470.9","703.2","381.5",,,,,,"4"
"2001 / 03","Queens","09","3712.0","585.8","605.5",,,,,,"4"
"2001 / 03","Queens","10","3462.4","587.6","497.3",,,,,,"4"
"2001 / 03","Queens","11","2969.8","734.5","405.3",,,,,,"4"
"2001 / 03","Queens","12","6297.9","681.9","755.0",,,,,,"4"
"2001 / 03","Queens","13","5051.0","906.1","724.0",,,,,,"4"
"2001 / 03","Queens","14","3359.1","440.7","355.1",,,,,,"4"
"2001 / 03","Staten Island","01","6522.8",,"694.8",,,,,,"5"
"2001 / 03","Staten Island","02","4140.9",,"498.0",,,,,,"5"
"2001 / 03","Staten Island","03","5055.0",,"717.5",,,,,,"5"
"2001 / 02","Bronx","01","2895.6","269.6","208.1",,,,,,"2"
"2001 / 02","Bronx","02","1259.4","59.2","117.2",,,,,,"2"
"2001 / 02","Bronx","03","1638.9","50.5","89.3",,,,,,"2"
"2001 / 02","Bronx","04","3890.4","132.7","257.7",,,,,,"2"
"2001 / 02","Bronx","05","3079.6","142.6","330.6",,,,,,"2"
"2001 / 02","Bronx","06","3963.5","267.6","210.6",,,,,,"2"
"2001 / 02","Bronx","07","3489.2","234.2","442.8",,,,,,"2"
"2001 / 02","Bronx","08","2169.8","369.8","269.6",,,,,,"2"
"2001 / 02","Bronx","09","3727.0","183.1","290.0",,,,,,"2"
"2001 / 02","Bronx","10","1839.3","395.9","308.9",,,,,,"2"
"2001 / 02","Bronx","11","2461.2","350.6","328.8",,,,,,"2"
"2001 / 02","Bronx","12","2937.2","396.5","487.8",,,,,,"2"
"2001 / 02","Brooklyn","01","4108.4","360.8","400.3",,,,,,"3"
"2001 / 02","Brooklyn","02","2258.8","391.7","238.2",,,,,,"3"
"2001 / 02","Brooklyn","03","3942.7","193.0","273.7",,,,,,"3"
"2001 / 02","Brooklyn","04","4211.8","285.4","361.3",,,,,,"3"
"2001 / 02","Brooklyn","05","3922.3","256.4","424.6",,,,,,"3"
"2001 / 02","Brooklyn","06","2345.9","634.8","331.7",,,,,,"3"
"2001 / 02","Brooklyn","07","2847.0","403.8","425.5",,,,,,"3"
"2001 / 02","Brooklyn","08","2458.9","213.1","259.6",,,,,,"3"
"2001 / 02","Brooklyn","09","2742.9","223.5","260.8",,,,,,"3"
"2001 / 02","Brooklyn","10","3456.7","671.5","430.7",,,,,,"3"
"2001 / 02","Brooklyn","11","3865.2","694.4","503.3",,,,,,"3"
"2001 / 02","Brooklyn","12","4594.3","678.9","483.8",,,,,,"3"
"2001 / 02","Brooklyn","13","3102.2","295.6","232.1",,,,,,"3"
"2001 / 02","Brooklyn","14","4244.1","481.0","425.5",,,,,,"3"
"2001 / 02","Brooklyn","15","3752.3","751.6","454.6",,,,,,"3"
"2001 / 02","Brooklyn","16","2585.9","176.8","170.3",,,,,,"3"
"2001 / 02","Brooklyn","17","3901.0","361.2","408.4",,,,,,"3"
"2001 / 02","Brooklyn","18","4351.9","763.6","564.1",,,,,,"3"
"2001 / 02","Manhattan","01","1114.9",,"96.0",,,,,,"1"
"2001 / 02","Manhattan","02","2745.7",,"301.4",,,,,,"1"
"2001 / 02","Manhattan","03","3925.2",,"242.7",,,,,,"1"
"2001 / 02","Manhattan","04","3287.1",,"425.3",,,,,,"1"
"2001 / 02","Manhattan","05","1684.8",,"136.5",,,,,,"1"
"2001 / 02","Manhattan","06","3696.1",,"594.4",,,,,,"1"
"2001 / 02","Manhattan","07","5917.7","0.2","686.7",,,,,,"1"
"2001 / 02","Manhattan","08","6344.8",,"740.2",,,,,,"1"
"2001 / 02","Manhattan","09","2985.1",,"242.8",,,,,,"1"
"2001 / 02","Manhattan","10","2768.6",,"155.9",,,,,,"1"
"2001 / 02","Manhattan","11","2705.9",,"146.2",,,,,,"1"
"2001 / 02","Manhattan","12","5581.6",,"591.1",,,,,,"1"
"2001 / 02","Queens","01","4282.2","685.6","518.0",,,,,,"4"
"2001 / 02","Queens","02","3445.5","594.4","424.2",,,,,,"4"
"2001 / 02","Queens","03","3788.5","422.3","480.2",,,,,,"4"
"2001 / 02","Queens","04","3747.8","365.4","380.4",,,,,,"4"
"2001 / 02","Queens","05","3719.1","869.5","603.4",,,,,,"4"
"2001 / 02","Queens","06","2426.9","495.7","290.9",,,,,,"4"
"2001 / 02","Queens","07","4960.4","938.6","605.8",,,,,,"4"
"2001 / 02","Queens","08","2867.9","574.4","303.5",,,,,,"4"
"2001 / 02","Queens","09","3183.6","507.8","493.4",,,,,,"4"
"2001 / 02","Queens","10","2898.7","499.2","399.5",,,,,,"4"
"2001 / 02","Queens","11","2319.1","626.4","338.8",,,,,,"4"
"2001 / 02","Queens","12","5298.9","572.1","625.8",,,,,,"4"
"2001 / 02","Queens","13","4191.7","772.6","584.0",,,,,,"4"
"2001 / 02","Queens","14","2844.5","358.8","279.9",,,,,,"4"
"2001 / 02","Staten Island","01","5485.7",,"577.1",,,,,,"5"
"2001 / 02","Staten Island","02","3444.4",,"415.2",,,,,,"5"
"2001 / 02","Staten Island","03","4243.4","0.5","605.2",,,,,,"5"
"2001 / 01","Bronx","01","3477.3","304.6","227.7",,,,"5.7",,"2"
"2001 / 01","Bronx","02","1479.5","53.8","116.7",,,,"4.6",,"2"
"2001 / 01","Bronx","03","1971.8","62.5","100.2",,,,"4.4",,"2"
"2001 / 01","Bronx","04","4616.9","171.0","301.3",,,,"10.1",,"2"
"2001 / 01","Bronx","05","3673.6","188.9","403.6",,,,"11.6",,"2"
"2001 / 01","Bronx","06","4556.1","266.9","235.7",,,,"6.3",,"2"
"2001 / 01","Bronx","07","4100.3","299.4","526.5",,,,"29.8",,"2"
"2001 / 01","Bronx","08","2588.2","426.6","325.8",,,,"39.8",,"2"
"2001 / 01","Bronx","09","4351.3","234.3","343.6",,,,"30.3",,"2"
"2001 / 01","Bronx","10","2148.1","498.4","381.1",,,,"46.1",,"2"
"2001 / 01","Bronx","11","2879.0","448.7","398.6",,,,"36.4",,"2"
"2001 / 01","Bronx","12","3363.4","479.8","590.1",,,,"35.9",,"2"
"2001 / 01","Brooklyn","01","4914.8","463.6","492.8",,,,"31.6",,"3"
"2001 / 01","Brooklyn","02","2567.8","491.3","276.5",,,,"37.2",,"3"
"2001 / 01","Brooklyn","03","4551.1","236.7","332.2",,,,"20.4",,"3"
"2001 / 01","Brooklyn","04","4891.2","321.7","412.5",,,,"14.8",,"3"
"2001 / 01","Brooklyn","05","4522.0","341.3","537.5",,,,"21.9",,"3"
"2001 / 01","Brooklyn","06","2822.5","784.8","410.3",,,,"40.4",,"3"
"2001 / 01","Brooklyn","07","3287.7","535.9","534.2",,,,"22.8",,"3"
"2001 / 01","Brooklyn","08","2912.8","234.4","291.5",,,,"18.9",,"3"
"2001 / 01","Brooklyn","09","3135.7","258.6","300.5",,,,"14.0",,"3"
"2001 / 01","Brooklyn","10","4019.3","871.8","539.3",,,,"73.1",,"3"
"2001 / 01","Brooklyn","11","4598.2","906.9","665.5",,,,"46.6",,"3"
"2001 / 01","Brooklyn","12","5257.6","806.4","621.8",,,,"10.5",,"3"
"2001 / 01","Brooklyn","13","3620.7","340.8","266.8",,,,"9.1",,"3"
"2001 / 01","Brooklyn","14","4910.5","645.0","541.8",,,,"20.1",,"3"
"2001 / 01","Brooklyn","15","4351.4","935.2","561.2",,,,"29.7",,"3"
"2001 / 01","Brooklyn","16","3062.4","219.1","187.9",,,,"6.5",,"3"
"2001 / 01","Brooklyn","17","4634.3","419.4","492.7",,,,"12.6",,"3"
"2001 / 01","Brooklyn","18","5090.9","952.6","703.1",,,,"61.2",,"3"
"2001 / 01","Manhattan","01","1375.4",,"124.8",,,,"18.6",,"1"
"2001 / 01","Manhattan","02","3260.1",,"366.5",,,,"41.7",,"1"
"2001 / 01","Manhattan","03","4934.6",,"281.6",,,,"17.3",,"1"
"2001 / 01","Manhattan","04","3892.1","15.8","471.4",,,,"36.0",,"1"
"2001 / 01","Manhattan","05","1948.6",,"144.1",,,,"16.8",,"1"
"2001 / 01","Manhattan","06","4406.7","1.5","692.3",,,,"73.5",,"1"
"2001 / 01","Manhattan","07","7196.2",,"837.0",,,,"121.1",,"1"
"2001 / 01","Manhattan","08","7735.6",,"887.7",,,,"123.8",,"1"
"2001 / 01","Manhattan","09","3521.4",,"249.2",,,,"21.7",,"1"
"2001 / 01","Manhattan","10","3249.1",,"156.9",,,,"19.1",,"1"
"2001 / 01","Manhattan","11","3326.5",,"156.4",,,,"22.1",,"1"
"2001 / 01","Manhattan","12","6645.3",,"659.1",,,,"43.4",,"1"
"2001 / 01","Queens","01","4913.7","884.1","695.6",,,,"39.8",,"4"
"2001 / 01","Queens","02","4083.9","724.0","516.0",,,,"29.4",,"4"
"2001 / 01","Queens","03","4451.2","499.7","575.5",,,,"27.9",,"4"
"2001 / 01","Queens","04","4692.3","471.1","462.3",,,,"17.7",,"4"
"2001 / 01","Queens","05","4396.8","1046.1","780.0",,,,"55.2",,"4"
"2001 / 01","Queens","06","2903.4","619.2","374.5",,,,"24.1",,"4"
"2001 / 01","Queens","07","5793.3","1192.2","746.1",,,,"66.8",,"4"
"2001 / 01","Queens","08","3214.8","648.4","374.7",,,,"26.6",,"4"
"2001 / 01","Queens","09","3640.0","660.7","627.3",,,,"32.1",,"4"
"2001 / 01","Queens","10","3235.4","593.9","513.0",,,,"34.7",,"4"
"2001 / 01","Queens","11","2721.2","772.8","433.0",,,,"55.7",,"4"
"2001 / 01","Queens","12","5862.0","604.5","754.1",,,,"25.7",,"4"
"2001 / 01","Queens","13","4666.2","838.6","718.7",,,,"48.1",,"4"
"2001 / 01","Queens","14","3102.4","420.2","307.7",,,,"29.9",,"4"
"2001 / 01","Staten Island","01","6093.1",,"727.5",,,,"84.5",,"5"
"2001 / 01","Staten Island","02","4055.6",,"536.6",,,,"81.8",,"5"
"2001 / 01","Staten Island","03","5123.0",,"765.7",,,,"120.7",,"5"
"2000 / 12","Bronx","01","3203.7","302.0","207.0",,,"5.6",,,"2"
"2000 / 12","Bronx","02","1331.0","84.7","148.1",,,,,,"2"
"2000 / 12","Bronx","03","1710.9","68.5","88.7",,,,,,"2"
"2000 / 12","Bronx","04","4246.8","158.6","267.2",,,,,,"2"
"2000 / 12","Bronx","05","3296.0","181.5","350.9",,,,,,"2"
"2000 / 12","Bronx","06","4270.1","299.4","215.4",,,,,,"2"
"2000 / 12","Bronx","07","3676.6","282.4","463.3",,,"11.6",,,"2"
"2000 / 12","Bronx","08","2349.0","441.3","268.6",,,"78.0",,,"2"
"2000 / 12","Bronx","09","4065.6","231.2","307.9",,,"8.5",,,"2"
"2000 / 12","Bronx","10","2012.9","504.5","326.8",,,"136.8",,,"2"
"2000 / 12","Bronx","11","2701.4","433.7","356.1",,,"129.2",,,"2"
"2000 / 12","Bronx","12","3238.2","500.0","515.2",,,"153.1",,,"2"
"2000 / 12","Brooklyn","01","4417.6","422.7","440.1",,,,,,"3"
"2000 / 12","Brooklyn","02","2393.9","495.1","262.2",,,"23.1",,,"3"
"2000 / 12","Brooklyn","03","4235.6","244.6","299.9",,,,,,"3"
"2000 / 12","Brooklyn","04","4575.7","356.6","422.5",,,,,,"3"
"2000 / 12","Brooklyn","05","4169.1","310.1","424.8",,,"29.9",,,"3"
"2000 / 12","Brooklyn","06","2548.3","772.6","369.8",,,"27.0",,,"3"
"2000 / 12","Brooklyn","07","3019.1","472.3","455.0",,,"25.4",,,"3"
"2000 / 12","Brooklyn","08","2727.2","291.4","288.2",,,,,,"3"
"2000 / 12","Brooklyn","09","3071.7","313.1","328.8",,,"18.7",,,"3"
"2000 / 12","Brooklyn","10","3660.9","841.8","457.0",,,"80.7",,,"3"
"2000 / 12","Brooklyn","11","4143.2","851.7","568.1",,,"45.7",,,"3"
"2000 / 12","Brooklyn","12","4822.4","737.6","513.1",,,"91.1",,,"3"
"2000 / 12","Brooklyn","13","3375.9","355.6","259.5",,,"1.2",,,"3"
"2000 / 12","Brooklyn","14","4593.6","555.5","463.5",,,"227.4",,,"3"
"2000 / 12","Brooklyn","15","3981.9","890.4","473.3",,,"181.7",,,"3"
"2000 / 12","Brooklyn","16","2797.0","211.7","184.8",,,"8.5",,,"3"
"2000 / 12","Brooklyn","17","4547.4","429.3","469.9",,,"66.8",,,"3"
"2000 / 12","Brooklyn","18","4861.7","972.3","624.0",,,"266.9",,,"3"
"2000 / 12","Manhattan","01","1121.6",,"99.9",,,,,,"1"
"2000 / 12","Manhattan","02","2886.2",,"317.4",,,,,,"1"
"2000 / 12","Manhattan","03","4324.3",,"267.9",,,"8.2",,,"1"
"2000 / 12","Manhattan","04","3603.9",,"476.0",,,,,,"1"
"2000 / 12","Manhattan","05","1832.6",,"152.4",,,,,,"1"
"2000 / 12","Manhattan","06","4042.5","6.5","663.9",,,,,,"1"
"2000 / 12","Manhattan","07","6406.0",,"727.7",,,,,,"1"
"2000 / 12","Manhattan","08","6932.2",,"773.9",,,,,,"1"
"2000 / 12","Manhattan","09","3121.6",,"267.2",,,,,,"1"
"2000 / 12","Manhattan","10","2890.9",,"186.9",,,,,,"1"
"2000 / 12","Manhattan","11","2914.3",,"174.3",,,,,,"1"
"2000 / 12","Manhattan","12","6075.1",,"661.4",,,,,,"1"
"2000 / 12","Queens","01","4512.5","811.8","551.4",,,"27.5",,,"4"
"2000 / 12","Queens","02","3686.1","721.1","481.6",,,"19.1",,,"4"
"2000 / 12","Queens","03","4187.1","567.3","530.5",,,"25.9",,,"4"
"2000 / 12","Queens","04","4221.0","461.0","414.0",,,"19.4",,,"4"
"2000 / 12","Queens","05","4060.4","1064.7","714.6",,,"57.1",,,"4"
"2000 / 12","Queens","06","2638.0","662.9","329.7",,,"65.9",,,"4"
"2000 / 12","Queens","07","5364.7","1175.3","634.3",,,"223.9",,,"4"
"2000 / 12","Queens","08","3088.2","650.2","315.0",,,"239.2",,,"4"
"2000 / 12","Queens","09","3402.9","599.5","523.0",,,"64.8",,,"4"
"2000 / 12","Queens","10","3130.4","592.4","437.6",,,"72.7",,,"4"
"2000 / 12","Queens","11","2591.3","757.1","342.6",,,"323.6",,,"4"
"2000 / 12","Queens","12","5759.5","680.1","667.0",,,"216.6",,,"4"
"2000 / 12","Queens","13","4521.2","926.6","637.6",,,"263.6",,,"4"
"2000 / 12","Queens","14","2986.7","447.7","307.8",,,"40.9",,,"4"
"2000 / 12","Staten Island","01","5767.5",,"621.4",,,"257.9",,,"5"
"2000 / 12","Staten Island","02","3869.0",,"435.4",,,"207.0",,,"5"
"2000 / 12","Staten Island","03","4761.9",,"638.5",,,"317.2",,,"5"
"2000 / 11","Bronx","01","3342.0","331.9","226.8",,,,,,"2"
"2000 / 11","Bronx","02","1397.2","69.0","139.0",,,,,,"2"
"2000 / 11","Bronx","03","1873.0","67.1","108.8",,,,,,"2"
"2000 / 11","Bronx","04","4355.2","166.1","291.9",,,,,,"2"
"2000 / 11","Bronx","05","3617.0","167.6","377.1",,,,,,"2"
"2000 / 11","Bronx","06","4555.7","348.1","259.8",,,,,,"2"
"2000 / 11","Bronx","07","3768.5","291.4","530.4",,,"11.9",,,"2"
"2000 / 11","Bronx","08","2531.0","493.0","308.6",,,"89.3",,,"2"
"2000 / 11","Bronx","09","4316.6","229.0","336.3",,,,,,"2"
"2000 / 11","Bronx","10","2261.5","513.6","357.9",,,"132.8",,,"2"
"2000 / 11","Bronx","11","3065.3","461.0","387.5",,,"150.8",,,"2"
"2000 / 11","Bronx","12","3422.5","531.8","555.1",,,"279.6",,,"2"
"2000 / 11","Brooklyn","01","4692.8","451.7","480.0",,,,,,"3"
"2000 / 11","Brooklyn","02","2473.9","548.9","263.8",,,"27.5",,,"3"
"2000 / 11","Brooklyn","03","4480.8","249.3","319.4",,,,,,"3"
"2000 / 11","Brooklyn","04","4902.8","355.3","410.1",,,,,,"3"
"2000 / 11","Brooklyn","05","4526.0","327.3","473.0",,,"32.4",,,"3"
"2000 / 11","Brooklyn","06","2733.5","812.5","374.7",,,"19.0",,,"3"
"2000 / 11","Brooklyn","07","3213.7","499.3","485.9",,,"30.0",,,"3"
"2000 / 11","Brooklyn","08","2808.9","301.4","321.5",,,,,,"3"
"2000 / 11","Brooklyn","09","3117.2","285.9","309.7",,,"27.9",,,"3"
"2000 / 11","Brooklyn","10","4002.3","876.6","485.5",,,"87.4",,,"3"
"2000 / 11","Brooklyn","11","4480.0","911.9","637.5",,,"57.0",,,"3"
"2000 / 11","Brooklyn","12","5179.1","798.9","579.7",,,"98.3",,,"3"
"2000 / 11","Brooklyn","13","3617.9","385.4","257.7",,,,,,"3"
"2000 / 11","Brooklyn","14","4802.4","611.4","484.2",,,"168.4",,,"3"
"2000 / 11","Brooklyn","15","4446.6","983.2","539.1",,,"181.2",,,"3"
"2000 / 11","Brooklyn","16","2951.7","222.3","191.3",,,"6.6",,,"3"
"2000 / 11","Brooklyn","17","4599.8","431.5","488.0",,,"98.6",,,"3"
"2000 / 11","Brooklyn","18","5135.2","1016.2","660.2",,,"457.8",,,"3"
"2000 / 11","Manhattan","01","1222.0",,"101.3",,,,,,"1"
"2000 / 11","Manhattan","02","3080.7",,"344.0",,,,,,"1"
"2000 / 11","Manhattan","03","4511.7",,"290.2",,,,,,"1"
"2000 / 11","Manhattan","04","3743.9",,"477.5",,,,,,"1"
"2000 / 11","Manhattan","05","2042.7",,"138.6",,,,,,"1"
"2000 / 11","Manhattan","06","4273.5","9.7","680.8",,,,,,"1"
"2000 / 11","Manhattan","07","6758.9",,"758.7",,,,,,"1"
"2000 / 11","Manhattan","08","7389.0","9.6","831.2",,,,,,"1"
"2000 / 11","Manhattan","09","3286.8",,"259.5",,,,,,"1"
"2000 / 11","Manhattan","10","3061.7",,"170.0",,,,,,"1"
"2000 / 11","Manhattan","11","3047.2",,"141.4",,,,,,"1"
"2000 / 11","Manhattan","12","6247.3",,"698.7",,,,,,"1"
"2000 / 11","Queens","01","4769.6","954.0","608.4",,,"119.9",,,"4"
"2000 / 11","Queens","02","3990.2","830.0","474.1",,,"67.7",,,"4"
"2000 / 11","Queens","03","4524.2","573.3","546.7",,,"113.1",,,"4"
"2000 / 11","Queens","04","4439.0","500.2","435.0",,,"68.1",,,"4"
"2000 / 11","Queens","05","4367.2","1157.1","753.3",,,"337.8",,,"4"
"2000 / 11","Queens","06","2913.8","736.8","347.8",,,"250.3",,,"4"
"2000 / 11","Queens","07","5825.7","1352.4","701.8",,,"895.3",,,"4"
"2000 / 11","Queens","08","3249.6","751.9","358.2",,,"714.1",,,"4"
"2000 / 11","Queens","09","3755.0","684.7","582.0",,,"300.3",,,"4"
"2000 / 11","Queens","10","3456.2","664.4","502.9",,,"331.7",,,"4"
"2000 / 11","Queens","11","2867.1","891.7","392.5",,,"996.2",,,"4"
"2000 / 11","Queens","12","6271.8","697.9","724.4",,,"634.2",,,"4"
"2000 / 11","Queens","13","5047.4","981.9","753.3",,,"880.6",,,"4"
"2000 / 11","Queens","14","3224.1","486.7","333.7",,,"76.9",,,"4"
"2000 / 11","Staten Island","01","6365.8",,"697.6",,,"979.2",,,"5"
"2000 / 11","Staten Island","02","5047.1",,"508.2",,,"707.0",,,"5"
"2000 / 11","Staten Island","03","5155.1",,"732.1",,,"1,176.3",,,"5"
"2000 / 10","Bronx","01","3262.0","324.1","225.7",,,,,,"2"
"2000 / 10","Bronx","02","1360.6","55.4","134.8",,,,,,"2"
"2000 / 10","Bronx","03","1946.9","52.6","92.4",,,,,,"2"
"2000 / 10","Bronx","04","4327.3","153.9","325.7",,,,,,"2"
"2000 / 10","Bronx","05","3801.7","158.3","377.3",,,,,,"2"
"2000 / 10","Bronx","06","4454.4","325.9","225.1",,,,,,"2"
"2000 / 10","Bronx","07","3749.4","266.2","504.9",,,,,,"2"
"2000 / 10","Bronx","08","2540.8","422.9","303.2",,,,,,"2"
"2000 / 10","Bronx","09","4357.6","210.4","338.0",,,,,,"2"
"2000 / 10","Bronx","10","2411.6","474.8","367.2",,,,,,"2"
"2000 / 10","Bronx","11","3173.7","424.0","387.6",,,,,,"2"
"2000 / 10","Bronx","12","3574.6","476.8","574.3",,,,,,"2"
"2000 / 10","Brooklyn","01","4744.4","411.2","489.1",,,,,,"3"
"2000 / 10","Brooklyn","02","2546.2","485.5","238.1",,,,,,"3"
"2000 / 10","Brooklyn","03","4492.7","240.5","314.2",,,,,,"3"
"2000 / 10","Brooklyn","04","4955.7","354.6","410.9",,,,,,"3"
"2000 / 10","Brooklyn","05","4509.0","331.6","498.7",,,,,,"3"
"2000 / 10","Brooklyn","06","2732.0","775.8","366.0",,,,,,"3"
"2000 / 10","Brooklyn","07","3284.2","505.5","486.2",,,,,,"3"
"2000 / 10","Brooklyn","08","2832.1","234.8","269.4",,,,,,"3"
"2000 / 10","Brooklyn","09","3173.6","253.8","293.5",,,,,,"3"
"2000 / 10","Brooklyn","10","4111.8","833.7","511.6",,,,,,"3"
"2000 / 10","Brooklyn","11","4609.4","905.4","663.2",,,,,,"3"
"2000 / 10","Brooklyn","12","5420.4","754.9","615.3",,,,,,"3"
"2000 / 10","Brooklyn","13","3786.2","357.7","275.8",,,,,,"3"
"2000 / 10","Brooklyn","14","5010.5","620.0","521.8",,,,,,"3"
"2000 / 10","Brooklyn","15","4615.7","925.9","563.3",,,,,,"3"
"2000 / 10","Brooklyn","16","2998.0","208.0","183.1",,,,,,"3"
"2000 / 10","Brooklyn","17","4663.5","430.5","493.4",,,,,,"3"
"2000 / 10","Brooklyn","18","5371.1","947.9","665.5",,,,,,"3"
"2000 / 10","Manhattan","01","1267.1",,"90.9",,,,,,"1"
"2000 / 10","Manhattan","02","3155.5",,"322.9",,,,,,"1"
"2000 / 10","Manhattan","03","4640.4","6.4","254.9",,,,,,"1"
"2000 / 10","Manhattan","04","3800.4",,"418.3",,,,,,"1"
"2000 / 10","Manhattan","05","2076.3",,"124.3",,,,,,"1"
"2000 / 10","Manhattan","06","4369.6",,"640.0",,,,,,"1"
"2000 / 10","Manhattan","07","6827.0",,"717.9",,,,,,"1"
"2000 / 10","Manhattan","08","7512.9",,"778.4",,,,,,"1"
"2000 / 10","Manhattan","09","3319.5",,"248.3",,,,,,"1"
"2000 / 10","Manhattan","10","3151.6",,"169.9",,,,,,"1"
"2000 / 10","Manhattan","11","3070.5",,"149.9",,,,,,"1"
"2000 / 10","Manhattan","12","6378.5",,"612.7",,,,,,"1"
"2000 / 10","Queens","01","4819.0","813.0","617.2",,,,,,"4"
"2000 / 10","Queens","02","4051.7","719.2","492.6",,,,,,"4"
"2000 / 10","Queens","03","4599.5","476.9","535.2",,,,,,"4"
"2000 / 10","Queens","04","4512.7","429.2","432.0",,,"3.8",,,"4"
"2000 / 10","Queens","05","4552.1","1043.7","763.5",,,,,,"4"
"2000 / 10","Queens","06","3015.4","618.8","357.9",,,,,,"4"
"2000 / 10","Queens","07","6309.8","1151.3","710.9",,,,,,"4"
"2000 / 10","Queens","08","3572.5","662.7","384.6",,,,,,"4"
"2000 / 10","Queens","09","3856.4","599.5","608.4",,,"10.0",,,"4"
"2000 / 10","Queens","10","3737.3","556.1","534.0",,,,,,"4"
"2000 / 10","Queens","11","3424.7","776.7","409.7",,,,,,"4"
"2000 / 10","Queens","12","6743.9","626.5","788.6",,,,,,"4"
"2000 / 10","Queens","13","5685.0","854.7","760.0",,,,,,"4"
"2000 / 10","Queens","14","3181.9","418.5","331.1",,,,,,"4"
"2000 / 10","Staten Island","01","6897.0",,"678.2",,,,,,"5"
"2000 / 10","Staten Island","02","5408.4",,"506.0",,,,,,"5"
"2000 / 10","Staten Island","03","5675.4",,"741.0",,,,,,"5"
"2000 / 09","Bronx","01","3423.2","327.6","233.4",,,,,,"2"
"2000 / 09","Bronx","02","1377.8","67.5","154.2",,,,,,"2"
"2000 / 09","Bronx","03","1991.2","61.4","108.3",,,,,,"2"
